id,month_year,relevance_score,Topic,Country,Confidence,Most_freq_country,Name,Recoded_countries,Remaining_non_countries,z_nature,z_society,z_culture,z_greenwashing_discourse,z_greenwashing_claims,z_transformative_discourse,z_transformative_action,z_greenwashing,z_transformativeness,Meta_Category
2520,2022-10-01,0.9811196327209472,-1.0,Ireland,High,Ireland,-1_environment future_sustainable future_worldenvironmentday_sustainable,Ireland,,0.982421875,0.9716796875,0.263916015625,0.0036144256591796,0.1385498046875,0.89501953125,0.98388671875,0.1385498046875,0.98388671875,Reviving ecosystems and species
2521,2022-10-01,0.9327431321144104,5.0,India,High,India,5_environment future_environment city_maintain clean_sustainable,India,,0.9033203125,0.55615234375,0.08367919921875,0.0019121170043945,0.11248779296875,0.5009765625,0.72900390625,0.11248779296875,0.72900390625,Everyday mobility and infrastructure
2522,2022-10-01,0.9915505051612854,21.0,,,,21_sustainable fashion_fashion sustainable_future fashion_fashion future,,,0.0193023681640625,0.1239013671875,0.05059814453125,0.0011625289916992,0.02197265625,0.94921875,0.0092926025390625,0.02197265625,0.0092926025390625,Harnessing technology for futures
2523,2022-10-01,0.8010191321372986,73.0,,,,73_save fuel_saving fuel_fuel save_conserve fuel,,,0.0098342895507812,0.313720703125,0.0029754638671875,0.0050392150878906,0.13134765625,0.962890625,0.923828125,0.13134765625,0.923828125,Everyday mobility and infrastructure
2524,2022-10-01,0.8353729248046875,69.0,Canada,High,Canada,69_food day_food future_world food_future food,Canada,,0.0055084228515625,0.0046539306640625,0.018646240234375,0.000490665435791,0.0020751953125,0.908203125,0.06298828125,0.0020751953125,0.06298828125,Reimagining production and industry
2525,2022-10-01,0.9820848107337952,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.95849609375,0.61767578125,0.47119140625,0.0005965232849121,0.15576171875,0.0894775390625,0.98681640625,0.15576171875,0.98681640625,Reviving ecosystems and species
2526,2022-10-01,0.9977424144744872,1.0,USA,High,USA,1_sporting_football_sports_esports,United States,,0.07733154296875,0.42626953125,0.203369140625,0.0008864402770996,0.0251312255859375,0.26416015625,0.36962890625,0.0251312255859375,0.36962890625,"Health, lifestyle and cultural richness"
2527,2022-10-01,0.974467933177948,69.0,,,,69_food day_food future_world food_future food,,,0.0050621032714843,0.2215576171875,0.0010242462158203,0.0013189315795898,0.0192108154296875,0.7939453125,0.398681640625,0.0192108154296875,0.398681640625,Reimagining production and industry
2528,2022-10-01,0.9648578763008118,12.0,,,,12_meat future_future vegan_food future_future food,,,0.953125,0.63427734375,0.1182861328125,0.001204490661621,0.0307159423828125,0.681640625,0.90478515625,0.0307159423828125,0.90478515625,"Health, lifestyle and cultural richness"
2529,2022-10-01,0.8947702050209045,73.0,,,,73_save fuel_saving fuel_fuel save_conserve fuel,,,0.3525390625,0.646484375,0.11175537109375,0.0087966918945312,0.015655517578125,0.5849609375,0.75537109375,0.015655517578125,0.75537109375,Everyday mobility and infrastructure
2530,2022-10-01,0.9543378949165344,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.5859375,0.67919921875,0.431396484375,0.0048484802246093,0.0042572021484375,0.95947265625,0.5234375,0.0042572021484375,0.5234375,Reviving ecosystems and species
2531,2022-10-01,0.9927931427955629,69.0,,,,69_food day_food future_world food_future food,,,0.431396484375,0.77099609375,0.124755859375,0.0047340393066406,0.1519775390625,0.91650390625,0.91796875,0.1519775390625,0.91796875,Reimagining production and industry
2532,2022-10-01,0.9238336086273192,38.0,,Low,,38_wildlife future_future wildlife_wildlife conservation_wildlife day,,,0.06134033203125,0.09844970703125,0.300537109375,0.0023365020751953,0.0107955932617187,0.29248046875,0.0178680419921875,0.0107955932617187,0.0178680419921875,Reviving ecosystems and species
2533,2022-10-01,0.9897475838661194,63.0,Saudi Arabia,High,Saudi Arabia,63_ecosystem restoration_nature restoration_habitat restoration_future restoration,Saudi Arabia,,0.98388671875,0.93994140625,0.359130859375,0.0085601806640625,0.200927734375,0.919921875,0.93212890625,0.200927734375,0.93212890625,Reviving ecosystems and species
2534,2022-10-01,0.9885131120681764,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.09161376953125,0.0233154296875,0.77490234375,0.197021484375,0.2958984375,0.258544921875,0.52490234375,0.2958984375,0.52490234375,Reviving ecosystems and species
2535,2022-10-01,0.9509211778640748,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0129013061523437,0.486328125,0.0012083053588867,0.0038928985595703,0.048370361328125,0.9619140625,0.027862548828125,0.048370361328125,0.027862548828125,Reviving ecosystems and species
2536,2022-10-01,0.995305359363556,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.9912109375,0.182861328125,0.75537109375,0.0054779052734375,0.327392578125,0.016876220703125,0.71728515625,0.327392578125,0.71728515625,Reviving ecosystems and species
2537,2022-10-01,0.98020339012146,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0022792816162109,0.1424560546875,0.028289794921875,0.001112937927246,0.0065650939941406,0.377197265625,0.57177734375,0.0065650939941406,0.57177734375,Reviving ecosystems and species
2538,2022-10-01,0.8272879719734192,78.0,,,,78_startup ecosystem_entrepreneurship ecosystem_entrepreneurial ecosystem_entrepreneurship innovation,,,0.1357421875,0.65673828125,0.0060615539550781,0.0049095153808593,0.39794921875,0.90869140625,0.9462890625,0.39794921875,0.9462890625,Harnessing technology for futures
2539,2022-10-01,0.9392043352127076,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.06475830078125,0.7138671875,0.10662841796875,0.0034046173095703,0.062103271484375,0.82666015625,0.5068359375,0.062103271484375,0.5068359375,Reviving ecosystems and species
2540,2022-10-01,0.9739452600479126,1.0,,,,1_sporting_football_sports_esports,,,0.0183563232421875,0.378173828125,0.2423095703125,0.0116195678710937,0.280029296875,0.982421875,0.396728515625,0.280029296875,0.396728515625,"Health, lifestyle and cultural richness"
2541,2022-10-01,0.919814109802246,33.0,,,,33_future nature_nature future_future humanity_future humans,,,0.08062744140625,0.0640869140625,0.548828125,0.0017175674438476,0.0015926361083984,0.8330078125,0.0731201171875,0.0015926361083984,0.0731201171875,Reviving ecosystems and species
2542,2022-10-01,0.9219896197319032,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.8857421875,0.95263671875,0.284912109375,0.0003378391265869,0.1517333984375,0.81103515625,0.69921875,0.1517333984375,0.69921875,Reviving ecosystems and species
2543,2022-10-01,0.969310224056244,53.0,India,High,India,53_indian startup_make india_making india_india future,India,,0.02227783203125,0.446533203125,0.01959228515625,0.0014581680297851,0.03948974609375,0.49560546875,0.0044746398925781,0.03948974609375,0.0044746398925781,Shaping governance for collective futures
2544,2022-10-01,0.9629677534103394,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.9638671875,0.309326171875,0.77294921875,0.0007600784301757,0.0004088878631591,0.88330078125,0.9736328125,0.0004088878631591,0.9736328125,Reviving ecosystems and species
2545,2022-10-01,0.9934982657432556,21.0,,,,21_sustainable fashion_fashion sustainable_future fashion_fashion future,,,0.083740234375,0.91552734375,0.0406494140625,0.0163421630859375,0.08917236328125,0.90869140625,0.79296875,0.08917236328125,0.79296875,Harnessing technology for futures
2546,2022-10-01,0.7565470933914185,-1.0,India,High,India,-1_environment future_sustainable future_worldenvironmentday_sustainable,India,,0.82958984375,0.55615234375,0.027923583984375,0.0021724700927734,0.06439208984375,0.216796875,0.51953125,0.06439208984375,0.51953125,Reviving ecosystems and species
2547,2022-10-01,0.8480256795883179,67.0,,,,67_transformational leadership_leadership creating_future leadership_leadership,,,0.0008621215820312,0.058868408203125,0.0210113525390625,0.0003278255462646,0.0033779144287109,0.046539306640625,0.0014944076538085,0.0033779144287109,0.0014944076538085,Shaping governance for collective futures
2548,2022-10-01,0.997025728225708,69.0,,,,69_food day_food future_world food_future food,,,0.0272674560546875,0.91845703125,0.00482177734375,0.0041656494140625,0.417724609375,0.96044921875,0.88623046875,0.417724609375,0.88623046875,Reimagining production and industry
2549,2022-10-01,0.7817444801330566,-1.0,India,High,India,-1_environment future_sustainable future_worldenvironmentday_sustainable,India,,0.5869140625,0.3896484375,0.0032157897949218,0.0021324157714843,0.04095458984375,0.16943359375,0.75146484375,0.04095458984375,0.75146484375,Reviving ecosystems and species
2550,2022-10-01,0.9278408288955688,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0112686157226562,0.061248779296875,0.0070152282714843,0.0013771057128906,0.025787353515625,0.73974609375,0.285400390625,0.025787353515625,0.285400390625,Reviving ecosystems and species
2551,2022-10-01,0.9742605686187744,33.0,,,,33_future nature_nature future_future humanity_future humans,,,0.9794921875,0.9697265625,0.4873046875,0.0003969669342041,0.1776123046875,0.9453125,0.75048828125,0.1776123046875,0.75048828125,Reviving ecosystems and species
2552,2022-10-01,0.7852960228919983,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.912109375,0.705078125,0.190673828125,0.0024776458740234,0.093994140625,0.505859375,0.7890625,0.093994140625,0.7890625,Reviving ecosystems and species
2553,2022-10-01,0.9292728900909424,69.0,,,,69_food day_food future_world food_future food,,,0.0068130493164062,0.88818359375,0.0084915161132812,0.00238037109375,0.12298583984375,0.9365234375,0.406005859375,0.12298583984375,0.406005859375,Reimagining production and industry
2554,2022-10-01,0.7755563259124756,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.305419921875,0.6181640625,0.013458251953125,0.0130767822265625,0.055023193359375,0.955078125,0.62255859375,0.055023193359375,0.62255859375,Reviving ecosystems and species
2555,2022-10-01,0.8073624968528748,-1.0,India,High,India,-1_environment future_sustainable future_worldenvironmentday_sustainable,India,,0.9150390625,0.66455078125,0.11212158203125,0.0022010803222656,0.13671875,0.454345703125,0.673828125,0.13671875,0.673828125,Reviving ecosystems and species
2556,2022-10-01,0.9591723680496216,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.031646728515625,0.5244140625,0.07305908203125,0.0018320083618164,0.013885498046875,0.458740234375,0.07379150390625,0.013885498046875,0.07379150390625,Reviving ecosystems and species
2557,2022-10-01,0.954758882522583,38.0,India,High,India,38_wildlife future_future wildlife_wildlife conservation_wildlife day,India,,0.9970703125,0.411376953125,0.2197265625,0.0022087097167968,0.0193939208984375,0.1722412109375,0.95068359375,0.0193939208984375,0.95068359375,Reviving ecosystems and species
2558,2022-10-01,0.8030226230621338,12.0,,Low,Albania,12_meat future_future vegan_food future_future food,Albania,,0.3447265625,0.90380859375,0.046875,0.0006475448608398,0.0014810562133789,0.256103515625,0.07843017578125,0.0014810562133789,0.07843017578125,"Health, lifestyle and cultural richness"
2559,2022-10-01,0.9473325610160828,34.0,,,,34_natural farming_environment agriculture_sustainable farming_sustainable agriculture,,,0.0025463104248046,0.494140625,0.000240683555603,0.001896858215332,0.0611572265625,0.8720703125,0.88232421875,0.0611572265625,0.88232421875,Reimagining production and industry
2560,2022-10-01,0.8629801273345947,51.0,,,,51_future health_health planet_world health_healthy future,,,0.04974365234375,0.11859130859375,0.12744140625,0.1195068359375,0.076171875,0.93212890625,0.9375,0.076171875,0.9375,"Health, lifestyle and cultural richness"
2561,2022-10-01,0.9833290576934814,1.0,New Zealand,High,New Zealand,1_sporting_football_sports_esports,New Zealand,,0.1834716796875,0.480712890625,0.32666015625,0.0093841552734375,0.05902099609375,0.384033203125,0.152099609375,0.05902099609375,0.152099609375,"Health, lifestyle and cultural richness"
2562,2022-10-01,0.8622249960899353,51.0,,,,51_future health_health planet_world health_healthy future,,,0.0655517578125,0.11126708984375,0.1424560546875,0.0850830078125,0.0184783935546875,0.92919921875,0.80322265625,0.0184783935546875,0.80322265625,"Health, lifestyle and cultural richness"
2563,2022-10-01,0.875038743019104,69.0,,,,69_food day_food future_world food_future food,,,0.0055046081542968,0.1527099609375,0.00390625,0.0005054473876953,0.0006732940673828,0.279052734375,0.047515869140625,0.0006732940673828,0.047515869140625,Reimagining production and industry
2564,2022-10-01,0.9947139024734496,69.0,,,,69_food day_food future_world food_future food,,,0.01446533203125,0.91064453125,0.00616455078125,0.0035762786865234,0.059356689453125,0.95361328125,0.9560546875,0.059356689453125,0.9560546875,Reimagining production and industry
2565,2022-10-01,0.969875156879425,2.0,,,,2_building future_sustainable built_built environment_future built,,,0.07330322265625,0.251220703125,0.257568359375,0.0092010498046875,0.1251220703125,0.291259765625,0.0970458984375,0.1251220703125,0.0970458984375,Everyday mobility and infrastructure
2566,2022-10-01,0.916381299495697,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.97705078125,0.76416015625,0.1541748046875,0.0014209747314453,0.0049095153808593,0.2408447265625,0.6787109375,0.0049095153808593,0.6787109375,Reviving ecosystems and species
2567,2022-10-01,0.9612743854522704,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0032844543457031,0.99609375,0.0058250427246093,0.0025081634521484,0.08251953125,0.98046875,0.75927734375,0.08251953125,0.75927734375,Reviving ecosystems and species
2568,2022-10-01,0.960667848587036,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0013723373413085,0.2181396484375,0.0021686553955078,0.0004768371582031,0.0003302097320556,0.97509765625,0.01727294921875,0.0003302097320556,0.01727294921875,Reviving ecosystems and species
2569,2022-10-01,0.9996274709701538,4.0,,,,4_ai future_future ai_use ai_ai,,,0.0005159378051757,0.0011396408081054,0.0006933212280273,0.000140905380249,0.0001757144927978,0.009521484375,0.0006508827209472,0.0001757144927978,0.0006508827209472,Harnessing technology for futures
2570,2022-10-01,0.9370309114456176,-1.0,India,High,India,-1_environment future_sustainable future_worldenvironmentday_sustainable,India,,0.0164947509765625,0.040679931640625,0.432373046875,0.0015516281127929,0.028350830078125,0.51513671875,0.40283203125,0.028350830078125,0.40283203125,Reviving ecosystems and species
2571,2022-10-01,0.9739485383033752,69.0,,,,69_food day_food future_world food_future food,,,0.0033550262451171,0.650390625,0.0066184997558593,0.0027503967285156,0.0102386474609375,0.95751953125,0.83447265625,0.0102386474609375,0.83447265625,Reimagining production and industry
2572,2022-10-01,0.951725423336029,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0110321044921875,0.4599609375,0.424072265625,0.0060501098632812,0.10516357421875,0.93408203125,0.83740234375,0.10516357421875,0.83740234375,Reviving ecosystems and species
2573,2022-10-01,0.9774724245071412,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.6640625,0.5458984375,0.21875,0.0018901824951171,0.0950927734375,0.26708984375,0.84228515625,0.0950927734375,0.84228515625,Reviving ecosystems and species
2574,2022-10-01,0.9208165407180786,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.82470703125,0.47607421875,0.74853515625,0.0071334838867187,0.17822265625,0.340087890625,0.6103515625,0.17822265625,0.6103515625,Reviving ecosystems and species
2575,2022-10-01,0.8261469006538391,60.0,,,,60_saving nature_save nature_nature save_nature savesoil,,,0.9931640625,0.22802734375,0.6796875,0.0037288665771484,0.0027694702148437,0.1494140625,0.89453125,0.0027694702148437,0.89453125,Reviving ecosystems and species
2576,2022-10-01,0.9899898171424866,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.166015625,0.67578125,0.78955078125,0.0031242370605468,0.290771484375,0.9775390625,0.8603515625,0.290771484375,0.8603515625,Reviving ecosystems and species
2577,2022-10-01,0.98515123128891,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.9833984375,0.359619140625,0.80126953125,0.13818359375,0.6103515625,0.7041015625,0.98193359375,0.6103515625,0.98193359375,Reviving ecosystems and species
2578,2022-10-01,0.9922834634780884,1.0,,,,1_sporting_football_sports_esports,,,0.0194244384765625,0.2166748046875,0.05206298828125,0.0038623809814453,0.0288238525390625,0.56396484375,0.2320556640625,0.0288238525390625,0.2320556640625,"Health, lifestyle and cultural richness"
2579,2022-10-01,0.9827908873558044,-1.0,China,High,China,-1_environment future_sustainable future_worldenvironmentday_sustainable,China,,0.9267578125,0.1478271484375,0.84619140625,0.158935546875,0.1552734375,0.5888671875,0.7685546875,0.1552734375,0.7685546875,Reviving ecosystems and species
2580,2022-10-01,0.9560654163360596,69.0,,,,69_food day_food future_world food_future food,,,0.030029296875,0.52001953125,0.0049171447753906,0.0020389556884765,0.04754638671875,0.91015625,0.541015625,0.04754638671875,0.541015625,Reimagining production and industry
2581,2022-10-01,0.9842126369476318,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0290069580078125,0.2413330078125,0.45263671875,0.0007944107055664,0.0098876953125,0.982421875,0.82958984375,0.0098876953125,0.82958984375,Reviving ecosystems and species
2582,2022-10-01,0.7805858254432678,41.0,,,,41_future metaverse_metaverse virtual_vr metaverse_metaverse future,,,0.0096817016601562,0.438720703125,0.025787353515625,0.0010528564453125,0.012969970703125,0.7548828125,0.0084991455078125,0.012969970703125,0.0084991455078125,"Health, lifestyle and cultural richness"
2583,2022-10-01,0.9979113340377808,69.0,,,,69_food day_food future_world food_future food,,,0.0014638900756835,0.316650390625,0.0054168701171875,0.0007266998291015,0.244873046875,0.95068359375,0.80908203125,0.244873046875,0.80908203125,Reimagining production and industry
2584,2022-10-01,0.9884313344955444,2.0,,,,2_building future_sustainable built_built environment_future built,,,0.09405517578125,0.880859375,0.447265625,0.0132522583007812,0.040802001953125,0.8818359375,0.59912109375,0.040802001953125,0.59912109375,Everyday mobility and infrastructure
2585,2022-10-01,0.9841479659080504,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.038818359375,0.0130767822265625,0.9072265625,0.0006308555603027,0.0082855224609375,0.97509765625,0.222412109375,0.0082855224609375,0.222412109375,Reviving ecosystems and species
2586,2022-10-01,0.9975196123123168,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0026473999023437,0.0183563232421875,0.0044403076171875,0.0030975341796875,0.0166015625,0.8876953125,0.01580810546875,0.0166015625,0.01580810546875,Reviving ecosystems and species
2587,2022-10-01,0.9977099299430848,69.0,,,,69_food day_food future_world food_future food,,,0.0570068359375,0.22802734375,0.130859375,0.0098876953125,0.06671142578125,0.80712890625,0.96240234375,0.06671142578125,0.96240234375,Reimagining production and industry
2588,2022-10-01,0.9771260619163512,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.91748046875,0.6005859375,0.37451171875,0.0059928894042968,0.1324462890625,0.90283203125,0.7568359375,0.1324462890625,0.7568359375,Reviving ecosystems and species
2589,2022-10-01,0.8709846138954163,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.006591796875,0.0004410743713378,0.83984375,0.0001368522644042,0.0001884698867797,0.010345458984375,0.0081253051757812,0.0001884698867797,0.0081253051757812,Reviving ecosystems and species
2590,2022-10-01,0.90915185213089,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.384765625,0.2418212890625,0.56689453125,0.030059814453125,0.09698486328125,0.52587890625,0.154296875,0.09698486328125,0.154296875,Reviving ecosystems and species
2591,2022-10-01,0.9976304769515992,19.0,,,,19_kenya vision_kenya_nairobi_vision africa,,,0.13525390625,0.016387939453125,0.00555419921875,0.0001978874206542,0.0024337768554687,0.08514404296875,0.0114212036132812,0.0024337768554687,0.0114212036132812,Shaping governance for collective futures
2592,2022-10-01,0.9821360111236572,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.048095703125,0.3681640625,0.0014276504516601,0.0027885437011718,0.0024662017822265,0.91796875,0.79833984375,0.0024662017822265,0.79833984375,Reviving ecosystems and species
2593,2022-10-01,0.9078303575515748,15.0,,Low,,15_sustainable urban_urban environment_smart cities_cities future,,,0.0001585483551025,0.1915283203125,0.0008749961853027,0.0038909912109375,0.0088272094726562,0.8232421875,0.56103515625,0.0088272094726562,0.56103515625,Everyday mobility and infrastructure
2594,2022-10-01,0.8727893829345703,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.006591796875,0.176025390625,0.03131103515625,0.0011587142944335,0.0159912109375,0.87255859375,0.039642333984375,0.0159912109375,0.039642333984375,Reviving ecosystems and species
2595,2022-10-01,0.8584298491477966,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0193023681640625,0.82861328125,0.07977294921875,0.0014925003051757,0.014556884765625,0.529296875,0.09283447265625,0.014556884765625,0.09283447265625,Reviving ecosystems and species
2596,2022-10-01,0.9670581221580504,98.0,,,,98_nature children_kids nature_children nature_nature young,,,0.2353515625,0.058807373046875,0.175048828125,0.0001481771469116,0.0041275024414062,0.06610107421875,0.3525390625,0.0041275024414062,0.3525390625,Educating for tomorrow
2597,2022-10-01,0.7555043697357178,60.0,,,,60_saving nature_save nature_nature save_nature savesoil,,,0.998046875,0.84375,0.6787109375,0.0034427642822265,0.402587890625,0.6435546875,0.955078125,0.402587890625,0.955078125,Reviving ecosystems and species
2598,2022-10-01,0.8070101141929626,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.09979248046875,0.142822265625,0.045684814453125,0.0026931762695312,0.055633544921875,0.89111328125,0.2880859375,0.055633544921875,0.2880859375,Reviving ecosystems and species
2599,2022-10-01,0.9953395128250122,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.75537109375,0.9248046875,0.35400390625,0.0033245086669921,0.10394287109375,0.94091796875,0.54931640625,0.10394287109375,0.54931640625,Reviving ecosystems and species
2600,2022-10-01,0.8831930160522461,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.4677734375,0.1259765625,0.3056640625,0.0014829635620117,0.0259857177734375,0.8037109375,0.10626220703125,0.0259857177734375,0.10626220703125,Reviving ecosystems and species
2601,2022-10-01,0.9913841485977172,43.0,,,,43_sustainablefinance_stock market_finance_investing,,,0.39404296875,0.33203125,0.29296875,0.0145797729492187,0.0477294921875,0.578125,0.31640625,0.0477294921875,0.31640625,Reimagining production and industry
2602,2022-10-01,0.8035507798194885,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.038299560546875,0.185302734375,0.0076637268066406,0.0009412765502929,0.010650634765625,0.54541015625,0.489990234375,0.010650634765625,0.489990234375,Reviving ecosystems and species
2603,2022-10-01,0.9992088079452516,27.0,,,,27_distributed storage_vision web_storage ecosystem_decentralized web,,,0.0027523040771484,0.1336669921875,0.0101089477539062,0.0009851455688476,0.011322021484375,0.9130859375,0.1602783203125,0.011322021484375,0.1602783203125,Harnessing technology for futures
2604,2022-10-01,0.9387397170066832,4.0,,,,4_ai future_future ai_use ai_ai,,,0.0032024383544921,0.9091796875,0.0008072853088378,0.0015268325805664,0.009002685546875,0.9326171875,0.52099609375,0.009002685546875,0.52099609375,Harnessing technology for futures
2605,2022-10-01,0.8985069990158081,10.0,,,,10_city nature_city vision_nature urban_urban nature,,,0.9228515625,0.78173828125,0.6884765625,0.0182952880859375,0.10894775390625,0.81591796875,0.92822265625,0.10894775390625,0.92822265625,Reviving ecosystems and species
2606,2022-10-01,0.9995531439781188,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.004638671875,0.106689453125,0.01708984375,0.0013713836669921,0.15380859375,0.822265625,0.1199951171875,0.15380859375,0.1199951171875,Reviving ecosystems and species
2607,2022-10-01,0.9758132100105286,11.0,,,,11_ecosystem vision_build ecosystem_ecosystem project_vision ecosystem,,,0.81298828125,0.53369140625,0.07470703125,0.0018215179443359,0.05194091796875,0.50048828125,0.318115234375,0.05194091796875,0.318115234375,Reviving ecosystems and species
2608,2022-10-01,0.9911076426506042,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.89990234375,0.409423828125,0.90234375,0.0020484924316406,0.054931640625,0.54345703125,0.8759765625,0.054931640625,0.8759765625,Reviving ecosystems and species
2609,2022-10-01,0.9480745196342468,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.474853515625,0.08856201171875,0.83349609375,0.0021915435791015,0.0075340270996093,0.424072265625,0.02349853515625,0.0075340270996093,0.02349853515625,Reviving ecosystems and species
2610,2022-10-01,0.9781816005706788,-1.0,,Low,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.0017337799072265,0.492431640625,0.0251007080078125,0.0012874603271484,0.04937744140625,0.69873046875,0.66845703125,0.04937744140625,0.66845703125,Reviving ecosystems and species
2611,2022-10-01,0.9195858240127563,53.0,Pakistan,High,Pakistan,53_indian startup_make india_making india_india future,Pakistan,,0.032745361328125,0.2362060546875,0.0325927734375,0.0034065246582031,0.04742431640625,0.90771484375,0.017303466796875,0.04742431640625,0.017303466796875,Shaping governance for collective futures
2612,2022-10-01,0.8966257572174072,33.0,,,,33_future nature_nature future_future humanity_future humans,,,0.000429630279541,0.0455322265625,0.0037288665771484,0.0004069805145263,0.0003905296325683,0.45947265625,0.0026111602783203,0.0003905296325683,0.0026111602783203,Reviving ecosystems and species
2613,2022-10-01,0.8594791293144226,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.01104736328125,0.245849609375,0.0037574768066406,0.0014944076538085,0.0062904357910156,0.44140625,0.0574951171875,0.0062904357910156,0.0574951171875,Reviving ecosystems and species
2614,2022-10-01,0.7829505205154419,2.0,,,,2_building future_sustainable built_built environment_future built,,,0.0136642456054687,0.70166015625,0.008819580078125,0.00897216796875,0.1846923828125,0.50927734375,0.5458984375,0.1846923828125,0.5458984375,Everyday mobility and infrastructure
2615,2022-10-01,0.996106505393982,27.0,,,,27_distributed storage_vision web_storage ecosystem_decentralized web,,,0.0081710815429687,0.272705078125,0.0080184936523437,0.0021324157714843,0.058319091796875,0.8935546875,0.2724609375,0.058319091796875,0.2724609375,Harnessing technology for futures
2616,2022-10-01,0.9355764389038086,32.0,,Low,,32_make india_narendra modi_india lead_drug discovery,,,0.0232086181640625,0.0338134765625,0.0295867919921875,0.0031299591064453,0.0101852416992187,0.62353515625,0.11199951171875,0.0101852416992187,0.11199951171875,Shaping governance for collective futures
2617,2022-10-01,0.9007270932197572,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.8134765625,0.88037109375,0.285400390625,0.0005826950073242,0.0120315551757812,0.8671875,0.93603515625,0.0120315551757812,0.93603515625,Reviving ecosystems and species
2618,2022-10-01,0.9933364987373352,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.4208984375,0.65185546875,0.061798095703125,0.0037136077880859,0.1151123046875,0.93017578125,0.454833984375,0.1151123046875,0.454833984375,Reviving ecosystems and species
2619,2022-10-01,0.8750882148742676,-1.0,,,,-1_environment future_sustainable future_worldenvironmentday_sustainable,,,0.69921875,0.1314697265625,0.253173828125,0.0003595352172851,0.0018930435180664,0.2318115234375,0.1884765625,0.0018930435180664,0.1884765625,Reviving ecosystems and species
2620,2022-10-01,0.929900288581848,97.0,,Low,,97_environment minister_minister environment_environment secretary_future minister,,,0.73974609375,0.65673828125,0.1614990234375,0.0140151977539062,0.114501953125,0.377197265625,0.79150390625,0.114501953125,0.79150390625,Shaping governance for collective futures
2621,2022-10-01,0.7543010711669922,-1.0,United States,High,United States,-1_environment future_sustainable future_worldenvironmentday_sustainable,United States,,0.05963134765625,0.07977294921875,0.50390625,0.0026988983154296,0.0177154541015625,0.2296142578125,0.1019287109375,0.0177154541015625,0.1019287109375,Reviving ecosystems and species
2622,2022-10-01,0.9944521188735962,36.0,,,,36_spaces wellness_wellness rooms_educational environment_learning environment,,,0.0005135536193847,0.016754150390625,0.0029525756835937,0.0002416372299194,0.0018062591552734,0.1583251953125,0.09173583984375,0.0018062591552734,0.09173583984375,Educating for tomorrow
